idx,sents,labels,checkpoint
2272,"['dari', 'luar', 'spooky', ',', 'masuk', 'juga', 'spooky', '.', 'tetapi', 'bersih', '.']","[([-1], [9], 'POS')] ",FALSE
2273,"['snack', 'bites', 'cuma', 'dapat', '1bungkus', 'saja', 'haruanya', '2', 'karena', '1', 'kamar', 'untuk', '2tamu', 'orang', '.']",[],TRUE
2281,"['nyaman', 'sekali', '.']","[([-1], [0, 1], 'POS')] ",FALSE
2290,"['sangat', 'menyenangkan', ',', 'awalnya', 'sempat', 'mencari', 'cari', 'lokasi', 'namun', 'tidak', 'menjadi', 'masalah', 'karena', 'tidak', 'terlalu', 'jauh', '.']","[([-1], [0, 1], 'POS')] ",FALSE
2297,"['lumayan', 'ramah', 'tetapi', 'saya', 'pul', 'jam', '1', 'sudah', 'di', 'kunci', ':', '(', '.']","[([-1], [0, 1], 'POS')] ",FALSE
2306,"['yah', 'sesuai', 'dengan', 'harga', '.']",[],TRUE
2307,"['tidak', 'sesuai', 'ekepektasi', '.']","[([-1], [0, 1, 2], 'NEG')] ",FALSE
2311,"['uang', 'deposit', 'tidak', 'kembali', 'hanya', 'karena', 'seprai', 'kasur', 'kena', 'noda', 'sedikit', '.']",[],TRUE
2313,"['ke', '3x', 'menginap', 'di', 'sini', 'dan', 'memuaskan', '.']","[([-1], [6], 'POS')] ",FALSE
2314,"['sangat', 'tidak', 'recomended', '.']","[([-1], [0, 1, 2], 'NEG')] ",FALSE
2315,"['airy', 'eco', 'sanur', 'beach', '.', 'lokasinya', 'sangat', 'dekat', 'dengan', 'pantai', 'sanur', '.', 'berada', 'di', 'ananda', 'beach', 'hotel', '.']",[],TRUE
2323,"['handuk', 'tergantung', 'di', 'kamar', 'mandi', ',', 'jadi', 'saya', 'tidak', 'tahu', 'itu', 'handuk', 'bersih', 'atau', 'tidak', ',', 'kemudian', 'sampai', 'di', 'depan', 'kamar', 'berserakan', 'selama', 'saya', 'inap', 'tidak', 'ada', 'yang', 'membersihkan', '.']",[],TRUE
2326,"['suka', 'banget', 'menginap', 'disini', '.']","[([-1], [0, 1], 'POS')] ",FALSE
2334,"['lumayan', 'nyaman', 'untuk', 'backpack', ',', 'sesuai', 'dengan', 'hargalah', '.']","[([-1], [0, 1], 'POS')] ",FALSE
2337,"['recommended', 'kalau', 'budget', 'hotel', '.']","[([-1], [0], 'POS')] ",FALSE
2357,"['bau', '.', 'kotor', 'banyak', 'semut', '.']","[([-1], [0], 'NEG'), ([-1], [2], 'NEG'), ([-1], [3, 4], 'NEG')] ",FALSE
2362,"['lumayan', 'nyaman', 'dengan', 'harga', 'yang', 'sebanding', '.']","[([-1], [0, 1], 'POS')] ",FALSE
2368,"['puas', 'sekali', 'dengan', 'hotel', 'ini', ',', 'saat', 'itu', '2', 'kamar', 'kami', 'di', 'upgrade', 'ke', 'deluxe', 'room', '.']","[([3], [0, 1], 'POS')] ",FALSE
2378,"['bersih', 'strategis', 'dan', 'ekonomis', '.']","[([-1], [0], 'POS'), ([-1], [1], 'POS'), ([-1], [3], 'POS')] ",FALSE
2379,"['sudah', 'langganan', 'menginap', 'di', 'situ', '.']",[],FALSE
2384,"['recomended', '.', 'murah', ',', 'bersih', ',', 'saya', 'suka', 'pantry', 'nya', '.', 'jadi', 'ingin', 'balik', 'lagi', '.']","[([-1], [0], 'POS'), ([-1], [2], 'POS'), ([-1], [4], 'POS')] ",FALSE
2385,"['favorite', '.']","[([-1], [0], 'POS')] ",FALSE
2391,"['sudah', 'cukup', ',', 'hanya', 'perlu', 'diatasi', 'bau', 'apek', 'nya', 'saja', '.']","[([-1], [6, 7], 'NEG')] ",FALSE
2398,"['bersih', 'rapi', 'dan', 'tidak', 'ribet', 'kemana', 'mana', 'dekat', '.']","[([-1], [0], 'POS'), ([-1], [1], 'POS'), ([-1], [3, 4], 'POS')] ",FALSE
2405,"['mantaps', '.']","[([-1], [0], 'POS')] ",FALSE
2406,"['mantap', 'dan', 'nyaman', '.']","[([-1], [0], 'POS'), ([-1], [2], 'POS')] ",FALSE
2415,"['lokasi', 'dekat', 'sama', 'tempat', 'makan', ',', 'minimarket', ',', 'mall', '.']",[],TRUE
2417,"['baru', 'beberapa', 'jam', 'saya', 'pesan', 'karena', 'kesalahan', 'sedikit', 'tidak', 'bisa', 'di', 'refisi', '.']",[],TRUE
2422,"['kamar', 'airy', 'saya', 'belum', 'dibersihkan', 'dan', 'orang', 'atau', 'pegawai', 'hotel', 'tidur', 'di', 'dalamnya', 'dan', 'akhirnya', 'diganti', 'dengan', 'kamar', 'lain', 'yang', 'bukan', 'kamar', 'airy', '.']",[],TRUE
2425,"['sangat', 'nyaman', 'sekali', 'dan', 'strategis', '.']","[([-1], [0, 1, 2], 'POS'), ([-1], [4], 'POS')] ",FALSE
2431,"['baik', 'sekali', 'bersih', '.']","[([-1], [0, 1], 'POS'), ([-1], [2], 'POS')] ",FALSE
2432,"['lumayan', 'untuk', 'istirahat', '.']","[([-1], [0], 'POS')] ",FALSE
2442,"['nyaman', ',', 'bersih', ',', 'lengkap', '.']","[([-1], [0], 'POS'), ([-1], [2], 'POS'), ([-1], [4], 'POS')] ",FALSE
2444,"['saya', 'salah', 'booking', 'tanggal', 'tetapi', 'tidak', 'bisa', 'di', 'rubah', 'sama', 'sekali', '.']",[],TRUE
2445,"['kurang', 'sopan', '.']","[([-1], [0, 1], 'NEG')] ",FALSE
2450,"['penginapannya', 'di', 'dalam', 'komplek', 'perumahan', ',', 'jadi', 'sangat', 'nyaman', 'dan', 'jauh', 'dari', 'kebisingan', '.', 'very', 'rekomen', '.']","[([0], [7, 8], 'POS'), ([0], [14, 15], 'POS')] ",FALSE
2451,"['air', 'mineral', '(', 'gratis', ')', 'diminta', 'baru', 'ada', '.']",[],TRUE
2461,"['sangat', 'memuaskan', ',', 'recommended', 'bisa', 'dijadikan', 'standar', 'pelayanan', 'airy', 'rooms', 'yang', 'lainnya', '.']","[([-1], [0, 1], 'POS'), ([-1], [3], 'POS')] ",FALSE
2472,"['bagus', 'murah', 'berkualitas', '.']","[([-1], [0], 'POS'), ([-1], [1], 'POS'), ([-1], [2], 'POS')] ",FALSE
2474,"['sangat', 'memuaskan', ',', 'mau', 'banget', 'balik', 'ke', 'hotel', 'airy', 'tugu', 'yogyakarta', 'sangaji', '68', '.']","[([-1], [0, 1], 'POS')] ",FALSE
2481,"['kesalahan', 'tanggal', 'booking', '.', 'tidak', 'bisa', 'edit', 'tanggal', 'untuk', 'menginap', '.', 'teledor', '.']",[],TRUE
2484,"['recommended', 'banget', ':', ')', '.']","[([-1], [0, 1], 'POS')] ",FALSE
2500,"['sudah', 'baik', ',', 'nyaman', ',', 'trimaksih', 'airy', '.']","[([-1], [1], 'POS'), ([-1], [3], 'POS')] ",FALSE
2505,"['.', 'jadi', 'pelanggan', 'tetap', '.']",[],TRUE
2520,"['sangat', 'praktis', 'dan', 'sangat', 'memuaskan', '.']","[([-1], [0, 1], 'POS'), ([-1], [3, 4], 'POS')] ",FALSE
2525,"['nyaman', 'dan', 'ekonomis', '.']","[([-1], [0], 'POS'), ([-1], [2], 'POS')] ",FALSE
2538,"['bersih', '.', 'ramah', '.']","[([-1], [0], 'POS'), ([-1], [2], 'POS')] ",FALSE
2539,"['bersih', ',', 'nyaman', 'dan', 'helpful', '.', 'bakal', 'ke', 'sana', 'lagi', 'kalau', 'ke', 'batu', '.']","[([-1], [0], 'POS'), ([-1], [2], 'POS'), ([-1], [4], 'POS')] ",FALSE
2547,"['bagus', 'murah', 'dan', 'dekat', 'tempat', 'belanja', 'pusat', 'kota', 'juga', '.']","[([-1], [0, 1], 'POS')] ",FALSE
2566,"['puas', 'banget', '.', 'bersih', 'nyamaan', 'muraah', '.', 'saran', ',', 'kalau', 'bisa', 'diperbanyak', 'kamar', 'yang', 'disewakan', 'untuk', 'airy', 'rooms', ',', 'sering', 'kehabisan', 'pesan', 'kamar', 'di', 'sini', 'karena', 'kamar', 'lainnya', 'dipakai', 'kos', 'hiks', ':', '(', '.']","[([-1], [0, 1], 'POS'), ([-1], [3], 'POS'), ([-1], [4], 'POS'), ([-1], [5], 'POS')] ",FALSE
2570,"['posisi', 'kamar', 'lantai', '4', 'dan', 'naik', 'pakai', 'tangga', ',', 'kondisi', 'badan', 'sedang', 'lelah', 'apalagi', 'turun', 'dari', 'pesawat', 'yang', 'delay', '.']",[],TRUE
2587,"['sangat', 'bagus', 'dan', 'bersih', 'seperti', 'di', 'gambar', '.']","[([-1], [0, 1], 'POS'), ([-1], [3], 'POS')] ",FALSE
2597,"['lumayan', 'bersih', 'dan', 'nyaman', '.']","[([-1], [0, 1], 'POS'), ([-1], [3], 'POS')] ",FALSE
2599,"['bangus', ',', 'pas', 'dapat', 'kamar', 'depan', 'kolam', '.']","[([-1], [0], 'POS')] ",FALSE
2615,"['menyenangkan', 'inap', 'disini', ',', 'sudah', 'beberapa', 'x', 'tidak', 'kecewa', ',', 'terimakasih', 'airy', 'ariandri', '.']","[([-1], [0], 'POS'), ([-1], [7, 8], 'POS')] ",FALSE
2629,"['bersih', ',', 'nyaman', ',', 'mantap', ',', 'bagus', '.']","[([-1], [0], 'POS'), ([-1], [2], 'POS'), ([-1], [4], 'POS'), ([-1], [6], 'POS')] ",FALSE
2632,"['keren', 'sudah', ',', 'tidak', 'salah', 'untuk', 'memberikan', 'kepercayaan', 'dengan', 'airy', 'hotel', '.']","[([-1], [0], 'POS')] ",FALSE
2633,"['lokasi', 'dekat', 'dengan', 'beberapa', 'lokasi', 'liburan', '.']",[],TRUE
2651,"['luas', ',', 'cocok', 'bagi', 'traveler', '.']","[([-1], [0], 'POS')] ",FALSE
2653,"['di', 'tampilan', 'sebelumnya', ',', 'ini', 'dianggap', 'expired', '.', 'jadi', 'saya', 'cari', 'hotel', 'lagi', '.', 'pakai', 'airy', ',', 'dan', 'sampai', 'hotel', 'penuh', '.', 'sekarang', 'ini', 'ternyata', 'sudah', 'terbayar', '.', 'saya', 'tidak', 'memakainya', ',', 'karena', 'saya', 'kira', 'tidak', 'berhasil', 'memesan', '.', 'sepertinya', 'selesai', 'saja', 'saya', 'pakai', 'airy', '.']",[],TRUE
2655,"['hanya', 'pada', 'saat', 'tengah', 'malam', 'subuh', 'ada', 'yang', 'mengetuk', 'pintu', 'dan', 'bunyikan', 'bel', 'sampai', '20menitan', 'pintu', 'tidak', 'dibuka', '.']",[],TRUE
2658,"['ada', 'rupa', 'ada', 'harga', '.', 'lumayan', 'lah', '.']","[([-1], [5], 'NEU')] ",FALSE
2664,"['bagus', 'nyaman', 'ramah', '.']","[([-1], [0], 'POS'), ([-1], [1], 'POS'), ([-1], [2], 'POS')] ",FALSE
2670,"['sangat', 'dekat', 'dengan', 'terminal', 'tirtonadi', 'hanya', '100m', '.', 'bisa', 'jalan', 'kaki', '.']",[],TRUE
2680,"['terbaik', 'di', 'kelasnya', '.', ',', '.']","[([-1], [0], 'POS')] ",FALSE
2682,"['bersih', '.', 'nyaman', '.', 'adem', ',', 'recomended', '.']","[([-1], [0], 'POS'), ([-1], [2], 'POS'), ([-1], [4], 'POS'), ([-1], [6], 'POS')] ",FALSE
2683,"['saya', 'lihat', 'bed', 'seperti', 'di', 'hotel', 'krbanyakan', '.', 'tetapi', 'saya', 'tidak', 'boleh', 'stay', '.', 'karena', 'ordernya', 'hanya', 'untuk', '1', 'orang', '.', 'dan', 'kalau', 'tetap', 'mau', 'tinggal', 'saya', 'harus', 'bayar', 'sejumlah', '4x50.000', '=', '200.000', 'lagi', '.']",[],TRUE
2687,"['pengalaman', 'yang', 'buruk', '.', '2', 'helm', 'saya', 'hilang', 'dan', 'pihak', 'hotel', 'tidak', 'memberikan', 'pertanggung', 'jawaban', '.']","[([0], [2], 'NEG')] ",FALSE
2692,"['lumayan', 'untuk', 'budget', 'hotel', '.', 'cuma', 'banyak', 'nyamuk', '.']","[([-1], [0], 'POS')] ",FALSE
2701,"['harga', 'tidak', 'beda', 'jauh', 'sama', 'hotel', 'santika', 'tetapi', 'jauh', 'bintangnya', '.']","[([-1], [8, 9], 'NEG')] ",FALSE
2708,"['kurang', 'pas', 'kalau', 'buat', 'keluarga', '.']","[([-1], [0, 1], 'NEG')] ",FALSE
2712,"['bintang', '3', 'lah', 'iya', '.']",[],TRUE
2735,"['nyaman', 'dan', 'dekat', 'kuliner', 'khas', 'bogor', 'bandung', '.']","[([-1], [0], 'POS'), ([-1], [2, 3], 'POS')] ",FALSE
2736,"['sangat', 'nyaman', 'dengan', 'harga', 'segitu', '.', 'sangat', 'recomended', '.']","[([-1], [0, 1], 'POS'), ([-1], [6, 7], 'POS')] ",FALSE
2740,"['airy', 'kelas', 'hotel', '.', 'murah', 'dan', 'nyaman', '.']","[([-1], [0], 'POS'), ([-1], [2], 'POS'), ([-1], [4], 'POS')] ",FALSE
2757,"['koleksi', 'interior', 'nya', 'asli', 'keren', 'sampai', 'foto', 'buat', 'di', 'ig', ',', 'pasti', 'balik', 'lagi', 'kalau', 'ke', 'jogja', 'terimakasih', 'iya', 'airy', 'babaranji', '.']","[([0, 1], [4], 'POS')] ",FALSE
2759,"['tvnya', 'jadikan', 'tv', 'satelit', 'dong', 'biar', 'asyik', '.']",[],TRUE
2762,"['saya', 'stay', '3', 'hari', ',', 'tetapi', 'snacknya', 'cuma', 'sekali', 'saja', 'heh', '.']",[],TRUE
2768,"['sudah', 'baik', ',', 'terima', 'kasih', 'telah', 'menjamu', 'dengan', 'baik', '.']","[([-1], [0, 1], 'POS')] ",FALSE
2771,"['awalnya', 'kami', 'diberikan', 'kamar', 'yang', 'belum', 'dibersihkan', '.', 'setelah', 'kami', 'keluhan', ',', 'kami', 'cukup', 'puas', '.']","[([-1], [13, 14], 'NEU')] ",FALSE
2774,"['nyaman', 'dan', 'bersih', '.', 'ramah', '.']","[([-1], [0], 'POS'), ([-1], [2], 'POS'), ([-1], [4], 'POS')] ",FALSE
2780,"['lumayan', 'lah', '.', 'bersih', ',', 'ramah', 'dan', 'dekat', 'dengan', 'tempat', 'tempat', 'kuliner', 'dan', 'mal', '.']","[([-1], [0], 'POS'), ([-1], [3], 'POS'), ([-1], [5], 'POS')] ",FALSE
2782,"['nyaman', 'dan', 'menyenangkan', ',', '.']","[([-1], [0], 'POS'), ([-1], [2], 'POS')] ",FALSE
2785,"['aman', ',', 'nyaman', ',', 'strategis', ',', 'dan', 'ekonomis', '.']","[([-1], [0], 'POS'), ([-1], [2], 'POS'), ([-1], [4], 'POS'), ([-1], [7], 'POS')] ",FALSE
2797,"['nyaman', ',', 'tenang', 'dan', 'strategis', ',', 'cari', 'lokasi', 'makanan', 'juga', 'tidak', 'jauh', '.']","[([-1], [0], 'POS'), ([-1], [2], 'POS'), ([-1], [4], 'POS')] ",FALSE
2808,"['tidak', 'enak', 'banget', 'lah', 'pokoknya', 'enakan', 'bobo', 'di', 'rumah', '.']","[([-1], [0, 1, 2], 'NEG')] ",FALSE
2813,"['bersih', ',', 'nyaman', 'dan', 'memuaskan', '.']","[([-1], [0], 'POS'), ([-1], [2], 'POS'), ([-1], [4], 'POS')] ",FALSE
2818,"['mantapp', 'pokokee', 'akan', 'balik', 'lagi', '.']","[([-1], [0], 'POS')] ",FALSE
2822,"['bersih', ',', 'nyaman', 'dan', 'murah', '.']","[([-1], [0], 'POS'), ([-1], [2], 'POS'), ([-1], [4], 'POS')] ",FALSE
2827,"['hotel', 'tidak', 'seperti', 'hotel', 'pada', 'umumnya', '.', 'bahkan', 'seperti', 'kost', 'kost', 'an', 'anak', 'kuliahan', '.']",[],TRUE
2831,"['dekat', 'dari', 'bandara', 'dan', 'tempat', 'berbelanja', '.']","[([-1], [0], 'POS')] ",FALSE
2833,"['terima', 'kasih', 'telah', 'membantu', 'says', 'menemukan', 'penginapan', 'yang', 'nyaman', 'seperti', 'airyroom', '.', 'hanya', 'saja', 'saya', 'salah', 'memilih', 'airyroom', 'untuk', 'menginap', 'di', 'jakarta', 'selatan', '.']",[],TRUE
2841,"['sangat', 'memuaskan', 'dengan', 'harga', 'segitu', '.']","[([-1], [0, 1], 'POS')] ",FALSE
2853,"['lumayan', 'bagus', 'nanti', 'kalau', 'ke', 'jakarta', 'lagi', 'menginap', 'di', 'sini', 'lagi', '.']","[([-1], [0, 1], 'POS')] ",FALSE
2859,"['very', 'bagus', '.', 'tetapi', 'banyak', 'rambut', '.']","[([-1], [0, 1], 'POS'), ([-1], [4, 5], 'NEG')] ",FALSE
2861,"['baik', '.']","[([-1], [0], 'POS')] ",FALSE
2877,"['sayang', 'nya', 'dapat', 'yang', 'dekat', 'tangga', 'jadi', 'brisik', 'kalau', 'ada', 'orf', 'lewat', '.']",[],TRUE
2882,"['baik', ',', 'dekat', 'dengan', 'sekolah', 'jadi', 'agak', 'berisik', '.']","[([-1], [0], 'POS'), ([-1], [6, 7], 'NEG')] ",FALSE
2886,"['yang', 'dibeli', 'melalui', 'traveloka', 'airy', 'hotel', ',', 'kenyataan', 'nya', 'sampai', 'di', 'alamat', 'ternyata', 'bukan', 'airy', 'melainkan', 'ameera', 'hotel', '.']",[],TRUE
2894,"['recommended', 'untuk', 'yang', 'mencari', 'tempat', 'menginap', 'murah', '.']","[([-1], [0], 'POS'), ([-1], [6], 'POS')] ",FALSE
2897,"['waktu', 'itu', 'saya', 'membawa', 'teman', 'cewek', 'ditulisan', 'aplikasi', 'airy', 'saya', 'pilih', 'room', 'bukan', 'type', 'syariah', 'begtu', 'smpai', 'dilokasi', 'ada', 'tulisan', 'besar', 'bagi', 'yang', 'membawa', 'pasangan', 'wajib', 'menunjukan', 'surat', 'nikah', '.']",[],TRUE
2899,"['jauh', 'dari', 'jalan', 'raya', '.']",[],TRUE
2900,"['lumayan', 'lah', ',', 'not', 'bad', '.', 'untuk', 'semalam', '.']","[([-1], [0], 'POS'), ([-1], [3, 4], 'POS')] ",FALSE
2903,"['tetapi', 'rekomendasi', 'dari', 'airy', 'jauh', 'dari', 'tempat', 'yang', 'dibutuhkan', '.']",[],TRUE
2912,"['lokasi', 'dekat', 'dengan', 'trans', 'studio', 'bandung', ',', 'di', 'sekitar', 'hotel', 'ada', 'restoran', ',', 'cafe', 'ngopi', 'dulu', '.']",[],TRUE
2920,"['aman', ',', 'nyaman', 'dan', 'bersih', '.', 'hanya', 'kurang', 'space', 'untuk', 'ibadah', 'saja', '.']","[([-1], [0], 'POS'), ([-1], [2], 'POS'), ([-1], [4], 'POS'), ([-1], [7, 8], 'NEG')] ",FALSE
2921,"['cukup', 'nyaman', 'untuk', 'sekedar', 'beristirahat', '.']","[([-1], [0, 1], 'POS')] ",FALSE
2925,"['tidak', 'melayani', 'dengan', 'baik', '.']","[([-1], [0, 1, 2, 3], 'NEG')] ",FALSE
2947,"['didalam', 'kampung', ',', 'gang', 'masuknya', 'kecil', 'sering', 'ada', 'yang', 'parkir', 'di', 'gang', 'jadi', 'mobil', 'tidak', 'bisa', 'masuk', 'kalau', 'dari', 'jalan', '.', 'kol', 'sutarto', '.']",[],TRUE
2955,"['nyaman', 'dan', 'enak', '.']","[([-1], [0], 'POS'), ([-1], [2], 'POS')] ",FALSE
2956,"['jaga', 'keharuman', 'ruangan', 'iya', '.']",[],TRUE
2959,"['rekomen', 'sudah', 'pokoknya', '.']","[([-1], [0], 'POS')] ",FALSE
2961,"['kamar', 'langsung', 'dibersihkan', 'begitu', 'diminta', '.']",[],TRUE
2962,"['bagus', ',', 'nyaman', 'dan', 'tidak', 'jauh', 'dari', 'pusat', 'kota', '.']","[([-1], [0], 'POS'), ([-1], [2], 'POS'), ([-1], [4, 5], 'POS')] ",FALSE
2966,"['lumayan', ',', 'karena', 'cukup', 'murah', 'terus', 'dekat', 'sama', 'plaza', ',', 'pizza', 'hut', ',', 'mcd', ',', 'kfc', ',', 'dsb.', 'buat', 'yang', 'mau', 'bawa', 'pacar', 'aman', 'temanteman', ',', 'gas', 'saja', '.', 'tertawa', '.']","[([-1], [0], 'POS'), ([-1], [3, 4], 'POS'), ([-1], [6], 'POS')] ",FALSE
2970,"['sudah', 'pastii', 'sangat', 'bersihh', 'rekomen', 'ini', 'mah', '.']","[([-1], [2, 3, 4], 'POS')] ",FALSE
2978,"['sesuai', 'informasi', 'tetapi', 'depan', 'masih', 'ada', 'proyek', 'jadi', 'kota', 'pemandangan', 'kurang', 'enak', '.']",[],TRUE
2981,"['nyaman', 'dan', 'memuaskan', '.']","[([-1], [0], 'POS'), ([-1], [2], 'POS')] ",FALSE
2983,"['kemarin', 'saya', 'kena', 'biaya', 'untuk', 'parkir', '.']",[],TRUE
2990,"['ini', 'pertama', 'kalinya', 'saya', 'memesan', 'airy', 'rooms', '.', 'saya', 'pesan', 'tanggal', '13april', 'untuk', 'menginap', 'tanggal', '28april', '.', 'tetapi', 'ketika', 'saya', 'sampai', 'di', 'hotel', ',', 'kamar', 'yang', 'saya', 'booking', 'tidak', 'ada', 'dan', 'pihak', 'hotel', 'mengembalikan', 'uang', 'saya', ',', 'alhasil', 'saya', 'harus', 'mencari', 'hotel', 'lain', 'pada', 'hari', 'itu', '!', 'sangat', 'mengecewakan', 'karena', 'tidak', 'ada', 'pemberitahuan', 'dari', 'jauh', 'hari', '!', 'tidak', 'profesional', '!']","[([-1], [47, 48], 'NEG'), ([-1], [57, 58], 'NEG')] ",FALSE
2997,"['sempat', 'tidak', 'terdaftar', 'pas', 'chekin', 'lama', 'jadinya', ',', 'tetapi', 'di', 'upgrde', 'ke', 'room', 'yang', 'lebih', 'dari', 'kita', 'pesan', 'pokoknya', 'big', 'terimakasih', 'airy', '.']",[],TRUE